Edad;Sexo;Periodo;Total
De 20 a 24 años;Ambos sexos;2012T4;60
De 20 a 24 años;Ambos sexos;2012T3;63,32
De 20 a 24 años;Ambos sexos;2012T2;60,95
De 20 a 24 años;Ambos sexos;2012T1;60,45
De 20 a 24 años;Ambos sexos;2011T4;61,82
De 20 a 24 años;Ambos sexos;2011T3;65,1
De 20 a 24 años;Ambos sexos;2011T2;63,03
De 20 a 24 años;Ambos sexos;2011T1;62,67
De 20 a 24 años;Ambos sexos;2010T4;63,84
De 20 a 24 años;Ambos sexos;2010T3;66,78
De 20 a 24 años;Ambos sexos;2010T2;64,38
De 20 a 24 años;Ambos sexos;2010T1;63,62
De 20 a 24 años;Ambos sexos;2009T4;65,2
De 20 a 24 años;Ambos sexos;2009T3;68,08
De 20 a 24 años;Ambos sexos;2009T2;66,17
De 20 a 24 años;Ambos sexos;2009T1;66,53
De 20 a 24 años;Ambos sexos;2008T4;68,32
De 20 a 24 años;Ambos sexos;2008T3;70,59
De 20 a 24 años;Ambos sexos;2008T2;67,51
De 20 a 24 años;Ambos sexos;2008T1;66,12
De 20 a 24 años;Ambos sexos;2007T4;66,99
De 20 a 24 años;Ambos sexos;2007T3;69,84
De 20 a 24 años;Ambos sexos;2007T2;66,86
De 20 a 24 años;Ambos sexos;2007T1;66,25
De 20 a 24 años;Ambos sexos;2006T4;67,62
De 20 a 24 años;Ambos sexos;2006T3;69,23
De 20 a 24 años;Ambos sexos;2006T2;67,86
De 20 a 24 años;Ambos sexos;2006T1;67,14
De 20 a 24 años;Ambos sexos;2005T4;67,33
De 20 a 24 años;Ambos sexos;2005T3;69,07
De 20 a 24 años;Ambos sexos;2005T2;66,83
De 20 a 24 años;Ambos sexos;2005T1;66,06
De 20 a 24 años;Ambos sexos;2004T4;64,07
De 20 a 24 años;Ambos sexos;2004T3;66
De 20 a 24 años;Ambos sexos;2004T2;64,34
De 20 a 24 años;Ambos sexos;2004T1;63,62
De 20 a 24 años;Ambos sexos;2003T4;63,58
De 20 a 24 años;Ambos sexos;2003T3;65,22
De 20 a 24 años;Ambos sexos;2003T2;62,71
De 20 a 24 años;Ambos sexos;2003T1;62,18
De 20 a 24 años;Ambos sexos;2002T4;62,18
De 20 a 24 años;Ambos sexos;2002T3;63,35
De 20 a 24 años;Ambos sexos;2002T2;61,69
De 20 a 24 años;Ambos sexos;2002T1;61,07
De 20 a 24 años;Hombres;2025T4;57,66
De 20 a 24 años;Hombres;2025T3;61,56
De 20 a 24 años;Hombres;2025T2;58,98
De 20 a 24 años;Hombres;2025T1;57,45
De 20 a 24 años;Hombres;2024T4;57,75
De 20 a 24 años;Hombres;2024T3;62,86
De 20 a 24 años;Hombres;2024T2;58,97
De 20 a 24 años;Hombres;2024T1;57,01
De 20 a 24 años;Hombres;2023T4;57,66
De 20 a 24 años;Hombres;2023T3;62,01
De 20 a 24 años;Hombres;2023T2;58,14
De 20 a 24 años;Hombres;2023T1;54,82
De 20 a 24 años;Hombres;2022T4;55,35
De 20 a 24 años;Hombres;2022T3;61,09
De 20 a 24 años;Hombres;2022T2;57,42
De 20 a 24 años;Hombres;2022T1;54,66
De 20 a 24 años;Hombres;2021T4;53,39
De 20 a 24 años;Hombres;2021T3;59,16
De 20 a 24 años;Hombres;2021T2;55,52
De 20 a 24 años;Hombres;2021T1;53,33
De 20 a 24 años;Hombres;2020T4;53,73
De 20 a 24 años;Hombres;2020T3;56,46
De 20 a 24 años;Hombres;2020T2;49,79
De 20 a 24 años;Hombres;2020T1;55,66
De 20 a 24 años;Hombres;2019T4;57,67
De 20 a 24 años;Hombres;2019T3;62,47
De 20 a 24 años;Hombres;2019T2;57,85
De 20 a 24 años;Hombres;2019T1;55,07
De 20 a 24 años;Hombres;2018T4;57,47
De 20 a 24 años;Hombres;2018T3;61,24
De 20 a 24 años;Hombres;2018T2;58,1
De 20 a 24 años;Hombres;2018T1;56,02
De 20 a 24 años;Hombres;2017T4;56,41
De 20 a 24 años;Hombres;2017T3;61,71
De 20 a 24 años;Hombres;2017T2;56,83
De 20 a 24 años;Hombres;2017T1;55,52
De 20 a 24 años;Hombres;2016T4;56,19
De 20 a 24 años;Hombres;2016T3;58,61
De 20 a 24 años;Hombres;2016T2;58,48
De 20 a 24 años;Hombres;2016T1;56,55
De 20 a 24 años;Hombres;2015T4;57,88
De 20 a 24 años;Hombres;2015T3;60,99
De 20 a 24 años;Hombres;2015T2;58,21
De 20 a 24 años;Hombres;2015T1;58,43
De 20 a 24 años;Hombres;2014T4;59,06
De 20 a 24 años;Hombres;2014T3;62,66
De 20 a 24 años;Hombres;2014T2;59,85
De 20 a 24 años;Hombres;2014T1;59,72
De 20 a 24 años;Hombres;2013T4;61,01
De 20 a 24 años;Hombres;2013T3;63,84
De 20 a 24 años;Hombres;2013T2;62
De 20 a 24 años;Hombres;2013T1;61,68
De 20 a 24 años;Hombres;2012T4;62,13
De 20 a 24 años;Hombres;2012T3;65,89
De 20 a 24 años;Hombres;2012T2;62,2
De 20 a 24 años;Hombres;2012T1;61,99
De 20 a 24 años;Hombres;2011T4;63,67
De 20 a 24 años;Hombres;2011T3;66,6
De 20 a 24 años;Hombres;2011T2;64,88
De 20 a 24 años;Hombres;2011T1;64,44
De 20 a 24 años;Hombres;2010T4;66,35
De 20 a 24 años;Hombres;2010T3;69,08
De 20 a 24 años;Hombres;2010T2;67,98
De 20 a 24 años;Hombres;2010T1;66,14
De 20 a 24 años;Hombres;2009T4;67,96
De 20 a 24 años;Hombres;2009T3;70,98
De 20 a 24 años;Hombres;2009T2;69,72
De 20 a 24 años;Hombres;2009T1;70,4
De 20 a 24 años;Hombres;2008T4;72,44
De 20 a 24 años;Hombres;2008T3;75,44
De 20 a 24 años;Hombres;2008T2;71,82
De 20 a 24 años;Hombres;2008T1;71,05
De 20 a 24 años;Hombres;2007T4;71,52
De 20 a 24 años;Hombres;2007T3;74,22
De 20 a 24 años;Hombres;2007T2;71,65
De 20 a 24 años;Hombres;2007T1;71,45
De 20 a 24 años;Hombres;2006T4;72,05
De 20 a 24 años;Hombres;2006T3;73,98
De 20 a 24 años;Hombres;2006T2;72,39
De 20 a 24 años;Hombres;2006T1;71,64
De 20 a 24 años;Hombres;2005T4;72,77
De 20 a 24 años;Hombres;2005T3;73,97
De 20 a 24 años;Hombres;2005T2;71,58
De 20 a 24 años;Hombres;2005T1;71,27
De 20 a 24 años;Hombres;2004T4;69,74
De 20 a 24 años;Hombres;2004T3;71,08
De 20 a 24 años;Hombres;2004T2;69,6
De 20 a 24 años;Hombres;2004T1;69,66
De 20 a 24 años;Hombres;2003T4;69,26
De 20 a 24 años;Hombres;2003T3;70,84
De 20 a 24 años;Hombres;2003T2;68,04
De 20 a 24 años;Hombres;2003T1;67,52
De 20 a 24 años;Hombres;2002T4;66,76
De 20 a 24 años;Hombres;2002T3;68,18
De 20 a 24 años;Hombres;2002T2;66,75
De 20 a 24 años;Hombres;2002T1;66,86
De 20 a 24 años;Mujeres;2025T4;53,44
De 20 a 24 años;Mujeres;2025T3;57,17
De 20 a 24 años;Mujeres;2025T2;53,38
De 20 a 24 años;Mujeres;2025T1;49,9
De 20 a 24 años;Mujeres;2024T4;50,71
De 20 a 24 años;Mujeres;2024T3;55,35
De 20 a 24 años;Mujeres;2024T2;50,67
De 20 a 24 años;Mujeres;2024T1;50,37
De 20 a 24 años;Mujeres;2023T4;51,88
De 20 a 24 años;Mujeres;2023T3;55,26
De 20 a 24 años;Mujeres;2023T2;51,29
De 20 a 24 años;Mujeres;2023T1;50,22
De 20 a 24 años;Mujeres;2022T4;50,3
De 20 a 24 años;Mujeres;2022T3;53,33
De 20 a 24 años;Mujeres;2022T2;52,39
De 20 a 24 años;Mujeres;2022T1;48,65
De 20 a 24 años;Mujeres;2021T4;49,2
De 20 a 24 años;Mujeres;2021T3;53,57
De 20 a 24 años;Mujeres;2021T2;51,71
De 20 a 24 años;Mujeres;2021T1;47,19
De 20 a 24 años;Mujeres;2020T4;48,02
De 20 a 24 años;Mujeres;2020T3;50,85
De 20 a 24 años;Mujeres;2020T2;42,55
De 20 a 24 años;Mujeres;2020T1;48,94
De 20 a 24 años;Mujeres;2019T4;50,19
De 20 a 24 años;Mujeres;2019T3;54,25
De 20 a 24 años;Mujeres;2019T2;50,99
De 20 a 24 años;Mujeres;2019T1;50,54
De 20 a 24 años;Mujeres;2018T4;52,15
De 20 a 24 años;Mujeres;2018T3;53,63
De 20 a 24 años;Mujeres;2018T2;51,52
De 20 a 24 años;Mujeres;2018T1;49,12
De 20 a 24 años;Mujeres;2017T4;53,51
De 20 a 24 años;Mujeres;2017T3;55,48
De 20 a 24 años;Mujeres;2017T2;52,57
De 20 a 24 años;Mujeres;2017T1;50,83
De 20 a 24 años;Mujeres;2016T4;50,4
De 20 a 24 años;Mujeres;2016T3;54,91
De 20 a 24 años;Mujeres;2016T2;53,03
De 20 a 24 años;Mujeres;2016T1;51,02
De 20 a 24 años;Mujeres;2015T4;52,34
De 20 a 24 años;Mujeres;2015T3;57,6
De 20 a 24 años;Mujeres;2015T2;55,42
De 20 a 24 años;Mujeres;2015T1;52,66
De 20 a 24 años;Mujeres;2014T4;55,06
De 20 a 24 años;Mujeres;2014T3;56,12
De 20 a 24 años;Mujeres;2014T2;54,67
De 20 a 24 años;Mujeres;2014T1;55,05
De 20 a 24 años;Mujeres;2013T4;56,24
De 20 a 24 años;Mujeres;2013T3;58,31
De 20 a 24 años;Mujeres;2013T2;56,69
De 20 a 24 años;Mujeres;2013T1;58,11
De 20 a 24 años;Mujeres;2012T4;57,82
De 20 a 24 años;Mujeres;2012T3;60,69
De 20 a 24 años;Mujeres;2012T2;59,66
De 20 a 24 años;Mujeres;2012T1;58,88
De 20 a 24 años;Mujeres;2011T4;59,93
De 20 a 24 años;Mujeres;2011T3;63,56
De 20 a 24 años;Mujeres;2011T2;61,13
De 20 a 24 años;Mujeres;2011T1;60,86
De 20 a 24 años;Mujeres;2010T4;61,28
De 20 a 24 años;Mujeres;2010T3;64,41
De 20 a 24 años;Mujeres;2010T2;60,67
De 20 a 24 años;Mujeres;2010T1;61,01
De 20 a 24 años;Mujeres;2009T4;62,35
De 20 a 24 años;Mujeres;2009T3;65,08
De 20 a 24 años;Mujeres;2009T2;62,5
De 20 a 24 años;Mujeres;2009T1;62,51
De 20 a 24 años;Mujeres;2008T4;64,05
De 20 a 24 años;Mujeres;2008T3;65,56
De 20 a 24 años;Mujeres;2008T2;63,03
De 20 a 24 años;Mujeres;2008T1;60,98
De 20 a 24 años;Mujeres;2007T4;62,28
De 20 a 24 años;Mujeres;2007T3;65,29
De 20 a 24 años;Mujeres;2007T2;61,87
De 20 a 24 años;Mujeres;2007T1;60,84
De 20 a 24 años;Mujeres;2006T4;63,01
De 20 a 24 años;Mujeres;2006T3;64,26
De 20 a 24 años;Mujeres;2006T2;63,12
De 20 a 24 años;Mujeres;2006T1;62,42
De 20 a 24 años;Mujeres;2005T4;61,63
De 20 a 24 años;Mujeres;2005T3;63,94
De 20 a 24 años;Mujeres;2005T2;61,85
De 20 a 24 años;Mujeres;2005T1;60,61
De 20 a 24 años;Mujeres;2004T4;58,14
De 20 a 24 años;Mujeres;2004T3;60,69
De 20 a 24 años;Mujeres;2004T2;58,85
De 20 a 24 años;Mujeres;2004T1;57,3
De 20 a 24 años;Mujeres;2003T4;57,64
De 20 a 24 años;Mujeres;2003T3;59,33
De 20 a 24 años;Mujeres;2003T2;57,14
De 20 a 24 años;Mujeres;2003T1;56,57
De 20 a 24 años;Mujeres;2002T4;57,39
De 20 a 24 años;Mujeres;2002T3;58,27
De 20 a 24 años;Mujeres;2002T2;56,38
De 20 a 24 años;Mujeres;2002T1;55
De 25 a 29 años;Ambos sexos;2025T4;84,39
De 25 a 29 años;Ambos sexos;2025T3;84,54
De 25 a 29 años;Ambos sexos;2025T2;83,63
De 25 a 29 años;Ambos sexos;2025T1;84,53
De 25 a 29 años;Ambos sexos;2024T4;83,26
De 25 a 29 años;Ambos sexos;2024T3;84,13
De 25 a 29 años;Ambos sexos;2024T2;83,94
De 25 a 29 años;Ambos sexos;2024T1;83,73
De 25 a 29 años;Ambos sexos;2023T4;85,04
De 25 a 29 años;Ambos sexos;2023T3;84,1
De 25 a 29 años;Ambos sexos;2023T2;85,05
De 25 a 29 años;Ambos sexos;2023T1;83,98
De 25 a 29 años;Ambos sexos;2022T4;83,65
De 25 a 29 años;Ambos sexos;2022T3;83,93
De 25 a 29 años;Ambos sexos;2022T2;84,37
De 25 a 29 años;Ambos sexos;2022T1;84,2
De 25 a 29 años;Ambos sexos;2021T4;84,58
De 25 a 29 años;Ambos sexos;2021T3;85,32
De 25 a 29 años;Ambos sexos;2021T2;84,75
De 25 a 29 años;Ambos sexos;2021T1;82,91
De 25 a 29 años;Ambos sexos;2020T4;84,75
De 25 a 29 años;Ambos sexos;2020T3;82,49
De 25 a 29 años;Ambos sexos;2020T2;77,98
De 25 a 29 años;Ambos sexos;2020T1;82,89
De 25 a 29 años;Ambos sexos;2019T4;84,15
De 25 a 29 años;Ambos sexos;2019T3;83,76
De 25 a 29 años;Ambos sexos;2019T2;83,17
De 25 a 29 años;Ambos sexos;2019T1;82,98
De 25 a 29 años;Ambos sexos;2018T4;83,68
De 25 a 29 años;Ambos sexos;2018T3;84,1
De 25 a 29 años;Ambos sexos;2018T2;84,39
De 25 a 29 años;Ambos sexos;2018T1;84,35
De 25 a 29 años;Ambos sexos;2017T4;84,51
De 25 a 29 años;Ambos sexos;2017T3;85,21
De 25 a 29 años;Ambos sexos;2017T2;85,38
De 25 a 29 años;Ambos sexos;2017T1;84,46
De 25 a 29 años;Ambos sexos;2016T4;85,03
De 25 a 29 años;Ambos sexos;2016T3;85,8
De 25 a 29 años;Ambos sexos;2016T2;84,93
De 25 a 29 años;Ambos sexos;2016T1;84,56
De 25 a 29 años;Ambos sexos;2015T4;85,09
De 25 a 29 años;Ambos sexos;2015T3;85,12
De 25 a 29 años;Ambos sexos;2015T2;85,07
De 25 a 29 años;Ambos sexos;2015T1;85,73
De 25 a 29 años;Ambos sexos;2014T4;86,83
De 25 a 29 años;Ambos sexos;2014T3;87,06
De 25 a 29 años;Ambos sexos;2014T2;86,88
De 25 a 29 años;Ambos sexos;2014T1;86,49
De 25 a 29 años;Ambos sexos;2013T4;86,9
De 25 a 29 años;Ambos sexos;2013T3;87,61
De 25 a 29 años;Ambos sexos;2013T2;86,52
De 25 a 29 años;Ambos sexos;2013T1;87,09
De 25 a 29 años;Ambos sexos;2012T4;87,43
De 25 a 29 años;Ambos sexos;2012T3;87,32
De 25 a 29 años;Ambos sexos;2012T2;87,31
De 25 a 29 años;Ambos sexos;2012T1;86,82
De 25 a 29 años;Ambos sexos;2011T4;86,91
De 25 a 29 años;Ambos sexos;2011T3;86,89
De 25 a 29 años;Ambos sexos;2011T2;87,03
De 25 a 29 años;Ambos sexos;2011T1;86,11
De 25 a 29 años;Ambos sexos;2010T4;87
De 25 a 29 años;Ambos sexos;2010T3;87,28
De 25 a 29 años;Ambos sexos;2010T2;86,82
De 25 a 29 años;Ambos sexos;2010T1;87,47
De 25 a 29 años;Ambos sexos;2009T4;87,14
De 25 a 29 años;Ambos sexos;2009T3;86,17
De 25 a 29 años;Ambos sexos;2009T2;86,53
De 25 a 29 años;Ambos sexos;2009T1;87,54
De 25 a 29 años;Ambos sexos;2008T4;87,15
De 25 a 29 años;Ambos sexos;2008T3;86,76
De 25 a 29 años;Ambos sexos;2008T2;86,78
De 25 a 29 años;Ambos sexos;2008T1;86,51
De 25 a 29 años;Ambos sexos;2007T4;86,44
De 25 a 29 años;Ambos sexos;2007T3;86,48
De 25 a 29 años;Ambos sexos;2007T2;86,25
De 25 a 29 años;Ambos sexos;2007T1;86
De 25 a 29 años;Ambos sexos;2006T4;86,58
De 25 a 29 años;Ambos sexos;2006T3;86,44
De 25 a 29 años;Ambos sexos;2006T2;85,94
De 25 a 29 años;Ambos sexos;2006T1;85,77
De 25 a 29 años;Ambos sexos;2005T4;85,7
De 25 a 29 años;Ambos sexos;2005T3;85,34
De 25 a 29 años;Ambos sexos;2005T2;84,92
De 25 a 29 años;Ambos sexos;2005T1;85,78
De 25 a 29 años;Ambos sexos;2004T4;85,8
De 25 a 29 años;Ambos sexos;2004T3;85,68
De 25 a 29 años;Ambos sexos;2004T2;85,21
De 25 a 29 años;Ambos sexos;2004T1;85,05
De 25 a 29 años;Ambos sexos;2003T4;85,48
De 25 a 29 años;Ambos sexos;2003T3;85,51
De 25 a 29 años;Ambos sexos;2003T2;84,49
De 25 a 29 años;Ambos sexos;2003T1;84,15
De 25 a 29 años;Ambos sexos;2002T4;83,52
De 25 a 29 años;Ambos sexos;2002T3;83,7
De 25 a 29 años;Ambos sexos;2002T2;82,93
De 25 a 29 años;Ambos sexos;2002T1;82,85
De 25 a 29 años;Hombres;2025T4;86,76
De 25 a 29 años;Hombres;2025T3;87,2
De 25 a 29 años;Hombres;2025T2;85,83
De 25 a 29 años;Hombres;2025T1;85,37
De 25 a 29 años;Hombres;2024T4;84,25
De 25 a 29 años;Hombres;2024T3;86,9
De 25 a 29 años;Hombres;2024T2;85,6
De 25 a 29 años;Hombres;2024T1;85,04
De 25 a 29 años;Hombres;2023T4;86,89
De 25 a 29 años;Hombres;2023T3;85,94
De 25 a 29 años;Hombres;2023T2;87,74
De 25 a 29 años;Hombres;2023T1;86,36
De 25 a 29 años;Hombres;2022T4;87,13
De 25 a 29 años;Hombres;2022T3;87,11
De 25 a 29 años;Hombres;2022T2;86,93
De 25 a 29 años;Hombres;2022T1;85,79
De 25 a 29 años;Hombres;2021T4;86,16
De 25 a 29 años;Hombres;2021T3;86,43
De 25 a 29 años;Hombres;2021T2;85,69
De 25 a 29 años;Hombres;2021T1;83,8
De 25 a 29 años;Hombres;2020T4;85,88
De 25 a 29 años;Hombres;2020T3;82,58
De 25 a 29 años;Hombres;2020T2;79,74
De 25 a 29 años;Hombres;2020T1;85,05
De 25 a 29 años;Hombres;2019T4;86,85
De 25 a 29 años;Hombres;2019T3;86,07
De 25 a 29 años;Hombres;2019T2;85,87
De 25 a 29 años;Hombres;2019T1;86,71
De 25 a 29 años;Hombres;2018T4;87,32
De 25 a 29 años;Hombres;2018T3;86,98
De 25 a 29 años;Hombres;2018T2;85,81
De 25 a 29 años;Hombres;2018T1;86,02
De 25 a 29 años;Hombres;2017T4;86,54
De 25 a 29 años;Hombres;2017T3;87,03
De 25 a 29 años;Hombres;2017T2;86,98
De 25 a 29 años;Hombres;2017T1;86,33
De 25 a 29 años;Hombres;2016T4;86,97
De 25 a 29 años;Hombres;2016T3;88,27
De 25 a 29 años;Hombres;2016T2;87
De 25 a 29 años;Hombres;2016T1;86,78
De 25 a 29 años;Hombres;2015T4;87,27
De 25 a 29 años;Hombres;2015T3;88
De 25 a 29 años;Hombres;2015T2;87,21
De 25 a 29 años;Hombres;2015T1;88,58
De 25 a 29 años;Hombres;2014T4;89,81
De 25 a 29 años;Hombres;2014T3;89,75
De 25 a 29 años;Hombres;2014T2;89,16
De 25 a 29 años;Hombres;2014T1;88,52
De 25 a 29 años;Hombres;2013T4;88,93
De 25 a 29 años;Hombres;2013T3;90,01
De 25 a 29 años;Hombres;2013T2;89,52
De 25 a 29 años;Hombres;2013T1;89,34
De 25 a 29 años;Hombres;2012T4;90,41
De 25 a 29 años;Hombres;2012T3;90,06
De 25 a 29 años;Hombres;2012T2;90,1
De 25 a 29 años;Hombres;2012T1;89,73
De 25 a 29 años;Hombres;2011T4;89,65
De 25 a 29 años;Hombres;2011T3;89,87
De 25 a 29 años;Hombres;2011T2;89,6
De 25 a 29 años;Hombres;2011T1;88,24
De 25 a 29 años;Hombres;2010T4;89
De 25 a 29 años;Hombres;2010T3;89,38
De 25 a 29 años;Hombres;2010T2;88,86
De 25 a 29 años;Hombres;2010T1;89,5
De 25 a 29 años;Hombres;2009T4;89,58
De 25 a 29 años;Hombres;2009T3;89,19
De 25 a 29 años;Hombres;2009T2;89,33
De 25 a 29 años;Hombres;2009T1;90,61
De 25 a 29 años;Hombres;2008T4;89,92
De 25 a 29 años;Hombres;2008T3;89,87
De 25 a 29 años;Hombres;2008T2;90,22
De 25 a 29 años;Hombres;2008T1;90,02
De 25 a 29 años;Hombres;2007T4;90,33
De 25 a 29 años;Hombres;2007T3;91,21
De 25 a 29 años;Hombres;2007T2;90,79
De 25 a 29 años;Hombres;2007T1;90
De 25 a 29 años;Hombres;2006T4;90,84
De 25 a 29 años;Hombres;2006T3;90,99
De 25 a 29 años;Hombres;2006T2;90,2
De 25 a 29 años;Hombres;2006T1;90,04
De 25 a 29 años;Hombres;2005T4;90,24
De 25 a 29 años;Hombres;2005T3;90,03
De 25 a 29 años;Hombres;2005T2;89,2
De 25 a 29 años;Hombres;2005T1;90,27
De 25 a 29 años;Hombres;2004T4;90,08
De 25 a 29 años;Hombres;2004T3;90,42
De 25 a 29 años;Hombres;2004T2;89,53
De 25 a 29 años;Hombres;2004T1;89,67
De 25 a 29 años;Hombres;2003T4;90,1
De 25 a 29 años;Hombres;2003T3;90,33
De 25 a 29 años;Hombres;2003T2;89,13
De 25 a 29 años;Hombres;2003T1;89,12
De 25 a 29 años;Hombres;2002T4;89,22
De 25 a 29 años;Hombres;2002T3;89,6
De 25 a 29 años;Hombres;2002T2;88,85
De 25 a 29 años;Hombres;2002T1;88,45
De 25 a 29 años;Mujeres;2025T4;81,89
De 25 a 29 años;Mujeres;2025T3;81,73
De 25 a 29 años;Mujeres;2025T2;81,32
De 25 a 29 años;Mujeres;2025T1;83,66
De 25 a 29 años;Mujeres;2024T4;82,23
De 25 a 29 años;Mujeres;2024T3;81,26
De 25 a 29 años;Mujeres;2024T2;82,21
De 25 a 29 años;Mujeres;2024T1;82,38
De 25 a 29 años;Mujeres;2023T4;83,13
De 25 a 29 años;Mujeres;2023T3;82,19
De 25 a 29 años;Mujeres;2023T2;82,28
De 25 a 29 años;Mujeres;2023T1;81,52
De 25 a 29 años;Mujeres;2022T4;80,06
De 25 a 29 años;Mujeres;2022T3;80,64
De 25 a 29 años;Mujeres;2022T2;81,73
De 25 a 29 años;Mujeres;2022T1;82,57
De 25 a 29 años;Mujeres;2021T4;82,95
De 25 a 29 años;Mujeres;2021T3;84,18
De 25 a 29 años;Mujeres;2021T2;83,78
De 25 a 29 años;Mujeres;2021T1;82
De 25 a 29 años;Mujeres;2020T4;83,61
De 25 a 29 años;Mujeres;2020T3;82,4
De 25 a 29 años;Mujeres;2020T2;76,18
De 25 a 29 años;Mujeres;2020T1;80,71
De 25 a 29 años;Mujeres;2019T4;81,41
De 25 a 29 años;Mujeres;2019T3;81,41
De 25 a 29 años;Mujeres;2019T2;80,44
De 25 a 29 años;Mujeres;2019T1;79,21
De 25 a 29 años;Mujeres;2018T4;80,01
De 25 a 29 años;Mujeres;2018T3;81,2
De 25 a 29 años;Mujeres;2018T2;82,97
De 25 a 29 años;Mujeres;2018T1;82,68
De 25 a 29 años;Mujeres;2017T4;82,47
De 25 a 29 años;Mujeres;2017T3;83,38
De 25 a 29 años;Mujeres;2017T2;83,78
De 25 a 29 años;Mujeres;2017T1;82,59
De 25 a 29 años;Mujeres;2016T4;83,09
De 25 a 29 años;Mujeres;2016T3;83,33
De 25 a 29 años;Mujeres;2016T2;82,86
De 25 a 29 años;Mujeres;2016T1;82,35
De 25 a 29 años;Mujeres;2015T4;82,92
De 25 a 29 años;Mujeres;2015T3;82,25
De 25 a 29 años;Mujeres;2015T2;82,95
De 25 a 29 años;Mujeres;2015T1;82,89
De 25 a 29 años;Mujeres;2014T4;83,86
De 25 a 29 años;Mujeres;2014T3;84,38
De 25 a 29 años;Mujeres;2014T2;84,61
De 25 a 29 años;Mujeres;2014T1;84,48
De 25 a 29 años;Mujeres;2013T4;84,88
De 25 a 29 años;Mujeres;2013T3;85,21
De 25 a 29 años;Mujeres;2013T2;83,52
De 25 a 29 años;Mujeres;2013T1;84,85
De 25 a 29 años;Mujeres;2012T4;84,44
De 25 a 29 años;Mujeres;2012T3;84,57
De 25 a 29 años;Mujeres;2012T2;84,5
De 25 a 29 años;Mujeres;2012T1;83,88
De 25 a 29 años;Mujeres;2011T4;84,14
De 25 a 29 años;Mujeres;2011T3;83,86
De 25 a 29 años;Mujeres;2011T2;84,4
De 25 a 29 años;Mujeres;2011T1;83,93
De 25 a 29 años;Mujeres;2010T4;84,96
De 25 a 29 años;Mujeres;2010T3;85,12
De 25 a 29 años;Mujeres;2010T2;84,71
De 25 a 29 años;Mujeres;2010T1;85,36
De 25 a 29 años;Mujeres;2009T4;84,6
De 25 a 29 años;Mujeres;2009T3;83,02
De 25 a 29 años;Mujeres;2009T2;83,6
De 25 a 29 años;Mujeres;2009T1;84,3
De 25 a 29 años;Mujeres;2008T4;84,24
De 25 a 29 años;Mujeres;2008T3;83,47
De 25 a 29 años;Mujeres;2008T2;83,13
De 25 a 29 años;Mujeres;2008T1;82,79
De 25 a 29 años;Mujeres;2007T4;82,31
De 25 a 29 años;Mujeres;2007T3;81,47
De 25 a 29 años;Mujeres;2007T2;81,43
De 25 a 29 años;Mujeres;2007T1;81,75
De 25 a 29 años;Mujeres;2006T4;82,06
De 25 a 29 años;Mujeres;2006T3;81,59
De 25 a 29 años;Mujeres;2006T2;81,42
De 25 a 29 años;Mujeres;2006T1;81,23
De 25 a 29 años;Mujeres;2005T4;80,88
De 25 a 29 años;Mujeres;2005T3;80,34
De 25 a 29 años;Mujeres;2005T2;80,36
De 25 a 29 años;Mujeres;2005T1;81
De 25 a 29 años;Mujeres;2004T4;81,26
De 25 a 29 años;Mujeres;2004T3;80,68
De 25 a 29 años;Mujeres;2004T2;80,63
De 25 a 29 años;Mujeres;2004T1;80,17
De 25 a 29 años;Mujeres;2003T4;80,6
De 25 a 29 años;Mujeres;2003T3;80,44
De 25 a 29 años;Mujeres;2003T2;79,59
De 25 a 29 años;Mujeres;2003T1;78,92
De 25 a 29 años;Mujeres;2002T4;77,52
De 25 a 29 años;Mujeres;2002T3;77,49
De 25 a 29 años;Mujeres;2002T2;76,72
De 25 a 29 años;Mujeres;2002T1;76,99
De 30 a 34 años;Ambos sexos;2025T4;88,96
De 30 a 34 años;Ambos sexos;2025T3;88,52
De 30 a 34 años;Ambos sexos;2025T2;88,5
De 30 a 34 años;Ambos sexos;2025T1;88,54
De 30 a 34 años;Ambos sexos;2024T4;87,77
De 30 a 34 años;Ambos sexos;2024T3;88,02
De 30 a 34 años;Ambos sexos;2024T2;88,89
De 30 a 34 años;Ambos sexos;2024T1;88,64
De 30 a 34 años;Ambos sexos;2023T4;89,04
De 30 a 34 años;Ambos sexos;2023T3;89,4
De 30 a 34 años;Ambos sexos;2023T2;89,54
De 30 a 34 años;Ambos sexos;2023T1;88,62
De 30 a 34 años;Ambos sexos;2022T4;87,59
De 30 a 34 años;Ambos sexos;2022T3;88,15
De 30 a 34 años;Ambos sexos;2022T2;88,33
De 30 a 34 años;Ambos sexos;2022T1;88
De 30 a 34 años;Ambos sexos;2021T4;87,35
De 30 a 34 años;Ambos sexos;2021T3;87,92
De 30 a 34 años;Ambos sexos;2021T2;88,2
De 30 a 34 años;Ambos sexos;2021T1;87,06
De 30 a 34 años;Ambos sexos;2020T4;88,16
De 30 a 34 años;Ambos sexos;2020T3;87,43
De 30 a 34 años;Ambos sexos;2020T2;83,19
De 30 a 34 años;Ambos sexos;2020T1;87,43
De 30 a 34 años;Ambos sexos;2019T4;88,42
De 30 a 34 años;Ambos sexos;2019T3;88,46
De 30 a 34 años;Ambos sexos;2019T2;89,3
De 30 a 34 años;Ambos sexos;2019T1;88,57
De 30 a 34 años;Ambos sexos;2018T4;88,88
De 30 a 34 años;Ambos sexos;2018T3;88,82
