Edad;Sexo;Unidad;Periodo;Total
De 40 a 44 años;Mujeres;Porcentaje;2016T3;3,2
De 40 a 44 años;Mujeres;Porcentaje;2016T2;3,2
De 40 a 44 años;Mujeres;Porcentaje;2016T1;3,3
De 40 a 44 años;Mujeres;Porcentaje;2015T4;3,5
De 40 a 44 años;Mujeres;Porcentaje;2015T3;3,9
De 40 a 44 años;Mujeres;Porcentaje;2015T2;3,3
De 40 a 44 años;Mujeres;Porcentaje;2015T1;3,4
De 40 a 44 años;Mujeres;Porcentaje;2014T4;3,4
De 40 a 44 años;Mujeres;Porcentaje;2014T3;3,7
De 40 a 44 años;Mujeres;Porcentaje;2014T2;3,6
De 40 a 44 años;Mujeres;Porcentaje;2014T1;3,6
De 40 a 44 años;Mujeres;Porcentaje;2013T4;3,4
De 40 a 44 años;Mujeres;Porcentaje;2013T3;3,7
De 40 a 44 años;Mujeres;Porcentaje;2013T2;3,7
De 40 a 44 años;Mujeres;Porcentaje;2013T1;3,8
De 40 a 44 años;Mujeres;Porcentaje;2012T4;3,7
De 40 a 44 años;Mujeres;Porcentaje;2012T3;3,9
De 40 a 44 años;Mujeres;Porcentaje;2012T2;4,0
De 40 a 44 años;Mujeres;Porcentaje;2012T1;3,8
De 40 a 44 años;Mujeres;Porcentaje;2011T4;4,0
De 40 a 44 años;Mujeres;Porcentaje;2011T3;4,2
De 40 a 44 años;Mujeres;Porcentaje;2011T2;4,2
De 40 a 44 años;Mujeres;Porcentaje;2011T1;4,2
De 40 a 44 años;Mujeres;Porcentaje;2010T4;4,3
De 40 a 44 años;Mujeres;Porcentaje;2010T3;4,7
De 40 a 44 años;Mujeres;Porcentaje;2010T2;4,4
De 40 a 44 años;Mujeres;Porcentaje;2010T1;4,3
De 40 a 44 años;Mujeres;Porcentaje;2009T4;4,2
De 40 a 44 años;Mujeres;Porcentaje;2009T3;4,4
De 40 a 44 años;Mujeres;Porcentaje;2009T2;4,5
De 40 a 44 años;Mujeres;Porcentaje;2009T1;4,6
De 40 a 44 años;Mujeres;Porcentaje;2008T4;4,5
De 40 a 44 años;Mujeres;Porcentaje;2008T3;5,0
De 40 a 44 años;Mujeres;Porcentaje;2008T2;4,9
De 40 a 44 años;Mujeres;Porcentaje;2008T1;4,9
De 40 a 44 años;Mujeres;Porcentaje;2007T4;5,0
De 40 a 44 años;Mujeres;Porcentaje;2007T3;5,2
De 40 a 44 años;Mujeres;Porcentaje;2007T2;4,9
De 40 a 44 años;Mujeres;Porcentaje;2007T1;4,8
De 40 a 44 años;Mujeres;Porcentaje;2006T4;5,1
De 40 a 44 años;Mujeres;Porcentaje;2006T3;5,2
De 40 a 44 años;Mujeres;Porcentaje;2006T2;5,2
De 40 a 44 años;Mujeres;Porcentaje;2006T1;5,3
De 40 a 44 años;Mujeres;Porcentaje;2005T4;5,2
De 40 a 44 años;Mujeres;Porcentaje;2005T3;5,4
De 40 a 44 años;Mujeres;Porcentaje;2005T2;5,1
De 40 a 44 años;Mujeres;Porcentaje;2005T1;5,4
De 40 a 44 años;Mujeres;Porcentaje;2004T4;5,2
De 40 a 44 años;Mujeres;Porcentaje;2004T3;5,3
De 40 a 44 años;Mujeres;Porcentaje;2004T2;5,3
De 40 a 44 años;Mujeres;Porcentaje;2004T1;5,3
De 40 a 44 años;Mujeres;Porcentaje;2003T4;5,2
De 40 a 44 años;Mujeres;Porcentaje;2003T3;5,3
De 40 a 44 años;Mujeres;Porcentaje;2003T2;5,4
De 40 a 44 años;Mujeres;Porcentaje;2003T1;5,5
De 40 a 44 años;Mujeres;Porcentaje;2002T4;5,3
De 40 a 44 años;Mujeres;Porcentaje;2002T3;5,6
De 40 a 44 años;Mujeres;Porcentaje;2002T2;5,5
De 40 a 44 años;Mujeres;Porcentaje;2002T1;5,5
De 45 a 49 años;Ambos sexos;Valor absoluto;2026T1;440,5
De 45 a 49 años;Ambos sexos;Valor absoluto;2025T4;470,0
De 45 a 49 años;Ambos sexos;Valor absoluto;2025T3;440,5
De 45 a 49 años;Ambos sexos;Valor absoluto;2025T2;447,3
De 45 a 49 años;Ambos sexos;Valor absoluto;2025T1;466,2
De 45 a 49 años;Ambos sexos;Valor absoluto;2024T4;461,5
De 45 a 49 años;Ambos sexos;Valor absoluto;2024T3;466,9
De 45 a 49 años;Ambos sexos;Valor absoluto;2024T2;452,9
De 45 a 49 años;Ambos sexos;Valor absoluto;2024T1;468,9
De 45 a 49 años;Ambos sexos;Valor absoluto;2023T4;466,6
De 45 a 49 años;Ambos sexos;Valor absoluto;2023T3;492,7
De 45 a 49 años;Ambos sexos;Valor absoluto;2023T2;475,2
De 45 a 49 años;Ambos sexos;Valor absoluto;2023T1;479,2
De 45 a 49 años;Ambos sexos;Valor absoluto;2022T4;463,5
De 45 a 49 años;Ambos sexos;Valor absoluto;2022T3;487,0
De 45 a 49 años;Ambos sexos;Valor absoluto;2022T2;484,8
De 45 a 49 años;Ambos sexos;Valor absoluto;2022T1;467,3
De 45 a 49 años;Ambos sexos;Valor absoluto;2021T4;462,2
De 45 a 49 años;Ambos sexos;Valor absoluto;2021T3;499,0
De 45 a 49 años;Ambos sexos;Valor absoluto;2021T2;507,1
De 45 a 49 años;Ambos sexos;Valor absoluto;2021T1;513,6
De 45 a 49 años;Ambos sexos;Valor absoluto;2020T4;495,5
De 45 a 49 años;Ambos sexos;Valor absoluto;2020T3;532,8
De 45 a 49 años;Ambos sexos;Valor absoluto;2020T2;624,5
De 45 a 49 años;Ambos sexos;Valor absoluto;2020T1;529,2
De 45 a 49 años;Ambos sexos;Valor absoluto;2019T4;502,9
De 45 a 49 años;Ambos sexos;Valor absoluto;2019T3;514,4
De 45 a 49 años;Ambos sexos;Valor absoluto;2019T2;482,6
De 45 a 49 años;Ambos sexos;Valor absoluto;2019T1;493,1
De 45 a 49 años;Ambos sexos;Valor absoluto;2018T4;514,5
De 45 a 49 años;Ambos sexos;Valor absoluto;2018T3;523,2
De 45 a 49 años;Ambos sexos;Valor absoluto;2018T2;481,5
De 45 a 49 años;Ambos sexos;Valor absoluto;2018T1;500,5
De 45 a 49 años;Ambos sexos;Valor absoluto;2017T4;511,5
De 45 a 49 años;Ambos sexos;Valor absoluto;2017T3;529,1
De 45 a 49 años;Ambos sexos;Valor absoluto;2017T2;526,5
De 45 a 49 años;Ambos sexos;Valor absoluto;2017T1;509,8
De 45 a 49 años;Ambos sexos;Valor absoluto;2016T4;505,1
De 45 a 49 años;Ambos sexos;Valor absoluto;2016T3;512,8
De 45 a 49 años;Ambos sexos;Valor absoluto;2016T2;487,7
De 45 a 49 años;Ambos sexos;Valor absoluto;2016T1;500,7
De 45 a 49 años;Ambos sexos;Valor absoluto;2015T4;503,6
De 45 a 49 años;Ambos sexos;Valor absoluto;2015T3;524,9
De 45 a 49 años;Ambos sexos;Valor absoluto;2015T2;498,0
De 45 a 49 años;Ambos sexos;Valor absoluto;2015T1;522,3
De 45 a 49 años;Ambos sexos;Valor absoluto;2014T4;525,4
De 45 a 49 años;Ambos sexos;Valor absoluto;2014T3;541,4
De 45 a 49 años;Ambos sexos;Valor absoluto;2014T2;509,3
De 45 a 49 años;Ambos sexos;Valor absoluto;2014T1;541,9
De 45 a 49 años;Ambos sexos;Valor absoluto;2013T4;547,9
De 45 a 49 años;Ambos sexos;Valor absoluto;2013T3;543,5
De 45 a 49 años;Ambos sexos;Valor absoluto;2013T2;511,6
De 45 a 49 años;Ambos sexos;Valor absoluto;2013T1;527,5
De 45 a 49 años;Ambos sexos;Valor absoluto;2012T4;514,6
De 45 a 49 años;Ambos sexos;Valor absoluto;2012T3;541,4
De 45 a 49 años;Ambos sexos;Valor absoluto;2012T2;530,4
De 45 a 49 años;Ambos sexos;Valor absoluto;2012T1;538,8
De 45 a 49 años;Ambos sexos;Valor absoluto;2011T4;548,9
De 45 a 49 años;Ambos sexos;Valor absoluto;2011T3;590,8
De 45 a 49 años;Ambos sexos;Valor absoluto;2011T2;570,2
De 45 a 49 años;Ambos sexos;Valor absoluto;2011T1;562,3
De 45 a 49 años;Ambos sexos;Valor absoluto;2010T4;575,8
De 45 a 49 años;Ambos sexos;Valor absoluto;2010T3;583,6
De 45 a 49 años;Ambos sexos;Valor absoluto;2010T2;561,8
De 45 a 49 años;Ambos sexos;Valor absoluto;2010T1;576,5
De 45 a 49 años;Ambos sexos;Valor absoluto;2009T4;601,1
De 45 a 49 años;Ambos sexos;Valor absoluto;2009T3;608,4
De 45 a 49 años;Ambos sexos;Valor absoluto;2009T2;582,2
De 45 a 49 años;Ambos sexos;Valor absoluto;2009T1;583,6
De 45 a 49 años;Ambos sexos;Valor absoluto;2008T4;607,8
De 45 a 49 años;Ambos sexos;Valor absoluto;2008T3;629,2
De 45 a 49 años;Ambos sexos;Valor absoluto;2008T2;620,0
De 45 a 49 años;Ambos sexos;Valor absoluto;2008T1;641,2
De 45 a 49 años;Ambos sexos;Valor absoluto;2007T4;646,6
De 45 a 49 años;Ambos sexos;Valor absoluto;2007T3;658,7
De 45 a 49 años;Ambos sexos;Valor absoluto;2007T2;648,0
De 45 a 49 años;Ambos sexos;Valor absoluto;2007T1;643,8
De 45 a 49 años;Ambos sexos;Valor absoluto;2006T4;653,4
De 45 a 49 años;Ambos sexos;Valor absoluto;2006T3;659,5
De 45 a 49 años;Ambos sexos;Valor absoluto;2006T2;653,6
De 45 a 49 años;Ambos sexos;Valor absoluto;2006T1;664,6
De 45 a 49 años;Ambos sexos;Valor absoluto;2005T4;659,8
De 45 a 49 años;Ambos sexos;Valor absoluto;2005T3;699,3
De 45 a 49 años;Ambos sexos;Valor absoluto;2005T2;675,1
De 45 a 49 años;Ambos sexos;Valor absoluto;2005T1;708,7
De 45 a 49 años;Ambos sexos;Valor absoluto;2004T4;668,7
De 45 a 49 años;Ambos sexos;Valor absoluto;2004T3;690,1
De 45 a 49 años;Ambos sexos;Valor absoluto;2004T2;684,1
De 45 a 49 años;Ambos sexos;Valor absoluto;2004T1;676,0
De 45 a 49 años;Ambos sexos;Valor absoluto;2003T4;674,1
De 45 a 49 años;Ambos sexos;Valor absoluto;2003T3;679,5
De 45 a 49 años;Ambos sexos;Valor absoluto;2003T2;675,7
De 45 a 49 años;Ambos sexos;Valor absoluto;2003T1;663,5
De 45 a 49 años;Ambos sexos;Valor absoluto;2002T4;673,9
De 45 a 49 años;Ambos sexos;Valor absoluto;2002T3;665,7
De 45 a 49 años;Ambos sexos;Valor absoluto;2002T2;668,2
De 45 a 49 años;Ambos sexos;Valor absoluto;2002T1;689,0
De 45 a 49 años;Ambos sexos;Porcentaje;2026T1;2,5
De 45 a 49 años;Ambos sexos;Porcentaje;2025T4;2,7
De 45 a 49 años;Ambos sexos;Porcentaje;2025T3;2,6
De 45 a 49 años;Ambos sexos;Porcentaje;2025T2;2,6
De 45 a 49 años;Ambos sexos;Porcentaje;2025T1;2,7
De 45 a 49 años;Ambos sexos;Porcentaje;2024T4;2,7
De 45 a 49 años;Ambos sexos;Porcentaje;2024T3;2,7
De 45 a 49 años;Ambos sexos;Porcentaje;2024T2;2,7
De 45 a 49 años;Ambos sexos;Porcentaje;2024T1;2,7
De 45 a 49 años;Ambos sexos;Porcentaje;2023T4;2,7
De 45 a 49 años;Ambos sexos;Porcentaje;2023T3;2,9
De 45 a 49 años;Ambos sexos;Porcentaje;2023T2;2,8
De 45 a 49 años;Ambos sexos;Porcentaje;2023T1;2,8
De 45 a 49 años;Ambos sexos;Porcentaje;2022T4;2,7
De 45 a 49 años;Ambos sexos;Porcentaje;2022T3;2,9
De 45 a 49 años;Ambos sexos;Porcentaje;2022T2;2,9
De 45 a 49 años;Ambos sexos;Porcentaje;2022T1;2,8
De 45 a 49 años;Ambos sexos;Porcentaje;2021T4;2,8
De 45 a 49 años;Ambos sexos;Porcentaje;2021T3;3,0
De 45 a 49 años;Ambos sexos;Porcentaje;2021T2;3,1
De 45 a 49 años;Ambos sexos;Porcentaje;2021T1;3,0
De 45 a 49 años;Ambos sexos;Porcentaje;2020T4;3,0
De 45 a 49 años;Ambos sexos;Porcentaje;2020T3;3,2
De 45 a 49 años;Ambos sexos;Porcentaje;2020T2;3,6
De 45 a 49 años;Ambos sexos;Porcentaje;2020T1;3,2
De 45 a 49 años;Ambos sexos;Porcentaje;2019T4;3,1
De 45 a 49 años;Ambos sexos;Porcentaje;2019T3;3,2
De 45 a 49 años;Ambos sexos;Porcentaje;2019T2;3,0
De 45 a 49 años;Ambos sexos;Porcentaje;2019T1;3,0
De 45 a 49 años;Ambos sexos;Porcentaje;2018T4;3,2
De 45 a 49 años;Ambos sexos;Porcentaje;2018T3;3,3
De 45 a 49 años;Ambos sexos;Porcentaje;2018T2;3,0
De 45 a 49 años;Ambos sexos;Porcentaje;2018T1;3,1
De 45 a 49 años;Ambos sexos;Porcentaje;2017T4;3,2
De 45 a 49 años;Ambos sexos;Porcentaje;2017T3;3,3
De 45 a 49 años;Ambos sexos;Porcentaje;2017T2;3,3
De 45 a 49 años;Ambos sexos;Porcentaje;2017T1;3,2
De 45 a 49 años;Ambos sexos;Porcentaje;2016T4;3,2
De 45 a 49 años;Ambos sexos;Porcentaje;2016T3;3,3
De 45 a 49 años;Ambos sexos;Porcentaje;2016T2;3,1
De 45 a 49 años;Ambos sexos;Porcentaje;2016T1;3,2
De 45 a 49 años;Ambos sexos;Porcentaje;2015T4;3,2
De 45 a 49 años;Ambos sexos;Porcentaje;2015T3;3,4
De 45 a 49 años;Ambos sexos;Porcentaje;2015T2;3,2
De 45 a 49 años;Ambos sexos;Porcentaje;2015T1;3,3
De 45 a 49 años;Ambos sexos;Porcentaje;2014T4;3,4
De 45 a 49 años;Ambos sexos;Porcentaje;2014T3;3,5
De 45 a 49 años;Ambos sexos;Porcentaje;2014T2;3,3
De 45 a 49 años;Ambos sexos;Porcentaje;2014T1;3,5
De 45 a 49 años;Ambos sexos;Porcentaje;2013T4;3,5
De 45 a 49 años;Ambos sexos;Porcentaje;2013T3;3,5
De 45 a 49 años;Ambos sexos;Porcentaje;2013T2;3,3
De 45 a 49 años;Ambos sexos;Porcentaje;2013T1;3,4
De 45 a 49 años;Ambos sexos;Porcentaje;2012T4;3,3
De 45 a 49 años;Ambos sexos;Porcentaje;2012T3;3,5
De 45 a 49 años;Ambos sexos;Porcentaje;2012T2;3,5
De 45 a 49 años;Ambos sexos;Porcentaje;2012T1;3,5
De 45 a 49 años;Ambos sexos;Porcentaje;2011T4;3,6
De 45 a 49 años;Ambos sexos;Porcentaje;2011T3;3,8
De 45 a 49 años;Ambos sexos;Porcentaje;2011T2;3,7
De 45 a 49 años;Ambos sexos;Porcentaje;2011T1;3,6
De 45 a 49 años;Ambos sexos;Porcentaje;2010T4;3,7
De 45 a 49 años;Ambos sexos;Porcentaje;2010T3;3,8
De 45 a 49 años;Ambos sexos;Porcentaje;2010T2;3,7
De 45 a 49 años;Ambos sexos;Porcentaje;2010T1;3,7
De 45 a 49 años;Ambos sexos;Porcentaje;2009T4;3,9
De 45 a 49 años;Ambos sexos;Porcentaje;2009T3;3,9
De 45 a 49 años;Ambos sexos;Porcentaje;2009T2;3,8
De 45 a 49 años;Ambos sexos;Porcentaje;2009T1;3,8
De 45 a 49 años;Ambos sexos;Porcentaje;2008T4;4,0
De 45 a 49 años;Ambos sexos;Porcentaje;2008T3;4,1
De 45 a 49 años;Ambos sexos;Porcentaje;2008T2;4,1
De 45 a 49 años;Ambos sexos;Porcentaje;2008T1;4,2
De 45 a 49 años;Ambos sexos;Porcentaje;2007T4;4,2
De 45 a 49 años;Ambos sexos;Porcentaje;2007T3;4,3
De 45 a 49 años;Ambos sexos;Porcentaje;2007T2;4,2
De 45 a 49 años;Ambos sexos;Porcentaje;2007T1;4,2
De 45 a 49 años;Ambos sexos;Porcentaje;2006T4;4,2
De 45 a 49 años;Ambos sexos;Porcentaje;2006T3;4,3
De 45 a 49 años;Ambos sexos;Porcentaje;2006T2;4,3
De 45 a 49 años;Ambos sexos;Porcentaje;2006T1;4,3
De 45 a 49 años;Ambos sexos;Porcentaje;2005T4;4,3
De 45 a 49 años;Ambos sexos;Porcentaje;2005T3;4,5
De 45 a 49 años;Ambos sexos;Porcentaje;2005T2;4,4
De 45 a 49 años;Ambos sexos;Porcentaje;2005T1;4,6
De 45 a 49 años;Ambos sexos;Porcentaje;2004T4;4,3
De 45 a 49 años;Ambos sexos;Porcentaje;2004T3;4,5
De 45 a 49 años;Ambos sexos;Porcentaje;2004T2;4,4
De 45 a 49 años;Ambos sexos;Porcentaje;2004T1;4,3
De 45 a 49 años;Ambos sexos;Porcentaje;2003T4;4,3
De 45 a 49 años;Ambos sexos;Porcentaje;2003T3;4,4
De 45 a 49 años;Ambos sexos;Porcentaje;2003T2;4,3
De 45 a 49 años;Ambos sexos;Porcentaje;2003T1;4,2
De 45 a 49 años;Ambos sexos;Porcentaje;2002T4;4,3
De 45 a 49 años;Ambos sexos;Porcentaje;2002T3;4,2
De 45 a 49 años;Ambos sexos;Porcentaje;2002T2;4,2
De 45 a 49 años;Ambos sexos;Porcentaje;2002T1;4,4
De 45 a 49 años;Hombres;Valor absoluto;2026T1;140,8
De 45 a 49 años;Hombres;Valor absoluto;2025T4;142,8
De 45 a 49 años;Hombres;Valor absoluto;2025T3;134,2
De 45 a 49 años;Hombres;Valor absoluto;2025T2;138,6
De 45 a 49 años;Hombres;Valor absoluto;2025T1;143,3
De 45 a 49 años;Hombres;Valor absoluto;2024T4;148,7
De 45 a 49 años;Hombres;Valor absoluto;2024T3;162,2
De 45 a 49 años;Hombres;Valor absoluto;2024T2;174,7
De 45 a 49 años;Hombres;Valor absoluto;2024T1;170,5
De 45 a 49 años;Hombres;Valor absoluto;2023T4;156,0
De 45 a 49 años;Hombres;Valor absoluto;2023T3;178,7
De 45 a 49 años;Hombres;Valor absoluto;2023T2;152,5
De 45 a 49 años;Hombres;Valor absoluto;2023T1;157,2
De 45 a 49 años;Hombres;Valor absoluto;2022T4;147,1
De 45 a 49 años;Hombres;Valor absoluto;2022T3;150,8
De 45 a 49 años;Hombres;Valor absoluto;2022T2;143,4
De 45 a 49 años;Hombres;Valor absoluto;2022T1;141,4
De 45 a 49 años;Hombres;Valor absoluto;2021T4;132,3
De 45 a 49 años;Hombres;Valor absoluto;2021T3;142,8
De 45 a 49 años;Hombres;Valor absoluto;2021T2;167,7
De 45 a 49 años;Hombres;Valor absoluto;2021T1;168,7
De 45 a 49 años;Hombres;Valor absoluto;2020T4;158,4
De 45 a 49 años;Hombres;Valor absoluto;2020T3;161,8
De 45 a 49 años;Hombres;Valor absoluto;2020T2;193,7
De 45 a 49 años;Hombres;Valor absoluto;2020T1;171,7
De 45 a 49 años;Hombres;Valor absoluto;2019T4;145,2
De 45 a 49 años;Hombres;Valor absoluto;2019T3;148,6
De 45 a 49 años;Hombres;Valor absoluto;2019T2;142,6
De 45 a 49 años;Hombres;Valor absoluto;2019T1;149,6
De 45 a 49 años;Hombres;Valor absoluto;2018T4;154,0
De 45 a 49 años;Hombres;Valor absoluto;2018T3;150,5
De 45 a 49 años;Hombres;Valor absoluto;2018T2;139,3
De 45 a 49 años;Hombres;Valor absoluto;2018T1;149,3
De 45 a 49 años;Hombres;Valor absoluto;2017T4;154,5
De 45 a 49 años;Hombres;Valor absoluto;2017T3;159,5
De 45 a 49 años;Hombres;Valor absoluto;2017T2;153,2
De 45 a 49 años;Hombres;Valor absoluto;2017T1;155,5
De 45 a 49 años;Hombres;Valor absoluto;2016T4;154,9
De 45 a 49 años;Hombres;Valor absoluto;2016T3;146,3
De 45 a 49 años;Hombres;Valor absoluto;2016T2;139,8
De 45 a 49 años;Hombres;Valor absoluto;2016T1;142,9
De 45 a 49 años;Hombres;Valor absoluto;2015T4;145,8
De 45 a 49 años;Hombres;Valor absoluto;2015T3;151,3
De 45 a 49 años;Hombres;Valor absoluto;2015T2;131,5
De 45 a 49 años;Hombres;Valor absoluto;2015T1;150,0
De 45 a 49 años;Hombres;Valor absoluto;2014T4;141,8
De 45 a 49 años;Hombres;Valor absoluto;2014T3;141,6
De 45 a 49 años;Hombres;Valor absoluto;2014T2;139,4
De 45 a 49 años;Hombres;Valor absoluto;2014T1;153,1
De 45 a 49 años;Hombres;Valor absoluto;2013T4;152,7
De 45 a 49 años;Hombres;Valor absoluto;2013T3;146,6
De 45 a 49 años;Hombres;Valor absoluto;2013T2;150,1
De 45 a 49 años;Hombres;Valor absoluto;2013T1;149,0
De 45 a 49 años;Hombres;Valor absoluto;2012T4;143,5
De 45 a 49 años;Hombres;Valor absoluto;2012T3;138,7
De 45 a 49 años;Hombres;Valor absoluto;2012T2;137,3
De 45 a 49 años;Hombres;Valor absoluto;2012T1;146,3
De 45 a 49 años;Hombres;Valor absoluto;2011T4;137,5
De 45 a 49 años;Hombres;Valor absoluto;2011T3;148,2
De 45 a 49 años;Hombres;Valor absoluto;2011T2;151,4
De 45 a 49 años;Hombres;Valor absoluto;2011T1;150,0
De 45 a 49 años;Hombres;Valor absoluto;2010T4;152,9
De 45 a 49 años;Hombres;Valor absoluto;2010T3;140,7
De 45 a 49 años;Hombres;Valor absoluto;2010T2;138,1
De 45 a 49 años;Hombres;Valor absoluto;2010T1;138,5
De 45 a 49 años;Hombres;Valor absoluto;2009T4;143,8
De 45 a 49 años;Hombres;Valor absoluto;2009T3;140,6
De 45 a 49 años;Hombres;Valor absoluto;2009T2;129,1
De 45 a 49 años;Hombres;Valor absoluto;2009T1;126,9
De 45 a 49 años;Hombres;Valor absoluto;2008T4;138,0
De 45 a 49 años;Hombres;Valor absoluto;2008T3;130,0
De 45 a 49 años;Hombres;Valor absoluto;2008T2;120,8
De 45 a 49 años;Hombres;Valor absoluto;2008T1;137,0
De 45 a 49 años;Hombres;Valor absoluto;2007T4;134,7
De 45 a 49 años;Hombres;Valor absoluto;2007T3;136,3
De 45 a 49 años;Hombres;Valor absoluto;2007T2;128,1
De 45 a 49 años;Hombres;Valor absoluto;2007T1;122,5
De 45 a 49 años;Hombres;Valor absoluto;2006T4;119,7
De 45 a 49 años;Hombres;Valor absoluto;2006T3;113,6
De 45 a 49 años;Hombres;Valor absoluto;2006T2;114,8
De 45 a 49 años;Hombres;Valor absoluto;2006T1;117,3
De 45 a 49 años;Hombres;Valor absoluto;2005T4;115,0
De 45 a 49 años;Hombres;Valor absoluto;2005T3;121,0
De 45 a 49 años;Hombres;Valor absoluto;2005T2;124,9
De 45 a 49 años;Hombres;Valor absoluto;2005T1;144,4
De 45 a 49 años;Hombres;Valor absoluto;2004T4;122,5
De 45 a 49 años;Hombres;Valor absoluto;2004T3;122,3
De 45 a 49 años;Hombres;Valor absoluto;2004T2;122,5
De 45 a 49 años;Hombres;Valor absoluto;2004T1;124,2
De 45 a 49 años;Hombres;Valor absoluto;2003T4;115,5
De 45 a 49 años;Hombres;Valor absoluto;2003T3;113,8
De 45 a 49 años;Hombres;Valor absoluto;2003T2;119,4
De 45 a 49 años;Hombres;Valor absoluto;2003T1;112,1
De 45 a 49 años;Hombres;Valor absoluto;2002T4;116,6
De 45 a 49 años;Hombres;Valor absoluto;2002T3;110,9
De 45 a 49 años;Hombres;Valor absoluto;2002T2;112,7
De 45 a 49 años;Hombres;Valor absoluto;2002T1;111,0
De 45 a 49 años;Hombres;Porcentaje;2026T1;1,9
De 45 a 49 años;Hombres;Porcentaje;2025T4;1,9
De 45 a 49 años;Hombres;Porcentaje;2025T3;1,8
De 45 a 49 años;Hombres;Porcentaje;2025T2;1,9
De 45 a 49 años;Hombres;Porcentaje;2025T1;1,9
De 45 a 49 años;Hombres;Porcentaje;2024T4;2,0
De 45 a 49 años;Hombres;Porcentaje;2024T3;2,2
De 45 a 49 años;Hombres;Porcentaje;2024T2;2,4
De 45 a 49 años;Hombres;Porcentaje;2024T1;2,3
De 45 a 49 años;Hombres;Porcentaje;2023T4;2,2
De 45 a 49 años;Hombres;Porcentaje;2023T3;2,5
De 45 a 49 años;Hombres;Porcentaje;2023T2;2,1
De 45 a 49 años;Hombres;Porcentaje;2023T1;2,2
De 45 a 49 años;Hombres;Porcentaje;2022T4;2,1
De 45 a 49 años;Hombres;Porcentaje;2022T3;2,2
De 45 a 49 años;Hombres;Porcentaje;2022T2;2,0
De 45 a 49 años;Hombres;Porcentaje;2022T1;2,0
De 45 a 49 años;Hombres;Porcentaje;2021T4;1,9
De 45 a 49 años;Hombres;Porcentaje;2021T3;2,1
De 45 a 49 años;Hombres;Porcentaje;2021T2;2,4
De 45 a 49 años;Hombres;Porcentaje;2021T1;2,3
De 45 a 49 años;Hombres;Porcentaje;2020T4;2,2
De 45 a 49 años;Hombres;Porcentaje;2020T3;2,3
De 45 a 49 años;Hombres;Porcentaje;2020T2;2,6
De 45 a 49 años;Hombres;Porcentaje;2020T1;2,5
De 45 a 49 años;Hombres;Porcentaje;2019T4;2,1
De 45 a 49 años;Hombres;Porcentaje;2019T3;2,2
De 45 a 49 años;Hombres;Porcentaje;2019T2;2,1
De 45 a 49 años;Hombres;Porcentaje;2019T1;2,2
De 45 a 49 años;Hombres;Porcentaje;2018T4;2,3
De 45 a 49 años;Hombres;Porcentaje;2018T3;2,3
De 45 a 49 años;Hombres;Porcentaje;2018T2;2,1
De 45 a 49 años;Hombres;Porcentaje;2018T1;2,2
De 45 a 49 años;Hombres;Porcentaje;2017T4;2,3
De 45 a 49 años;Hombres;Porcentaje;2017T3;2,4
De 45 a 49 años;Hombres;Porcentaje;2017T2;2,3
De 45 a 49 años;Hombres;Porcentaje;2017T1;2,3
De 45 a 49 años;Hombres;Porcentaje;2016T4;2,3
De 45 a 49 años;Hombres;Porcentaje;2016T3;2,2
De 45 a 49 años;Hombres;Porcentaje;2016T2;2,1
De 45 a 49 años;Hombres;Porcentaje;2016T1;2,2
De 45 a 49 años;Hombres;Porcentaje;2015T4;2,2
De 45 a 49 años;Hombres;Porcentaje;2015T3;2,4
De 45 a 49 años;Hombres;Porcentaje;2015T2;2,1
De 45 a 49 años;Hombres;Porcentaje;2015T1;2,3
De 45 a 49 años;Hombres;Porcentaje;2014T4;2,2
De 45 a 49 años;Hombres;Porcentaje;2014T3;2,2
De 45 a 49 años;Hombres;Porcentaje;2014T2;2,2
De 45 a 49 años;Hombres;Porcentaje;2014T1;2,4
De 45 a 49 años;Hombres;Porcentaje;2013T4;2,4
De 45 a 49 años;Hombres;Porcentaje;2013T3;2,3
De 45 a 49 años;Hombres;Porcentaje;2013T2;2,4
De 45 a 49 años;Hombres;Porcentaje;2013T1;2,4
De 45 a 49 años;Hombres;Porcentaje;2012T4;2,3
De 45 a 49 años;Hombres;Porcentaje;2012T3;2,2
De 45 a 49 años;Hombres;Porcentaje;2012T2;2,2
De 45 a 49 años;Hombres;Porcentaje;2012T1;2,3
De 45 a 49 años;Hombres;Porcentaje;2011T4;2,2
De 45 a 49 años;Hombres;Porcentaje;2011T3;2,4
De 45 a 49 años;Hombres;Porcentaje;2011T2;2,5
De 45 a 49 años;Hombres;Porcentaje;2011T1;2,4
De 45 a 49 años;Hombres;Porcentaje;2010T4;2,5
De 45 a 49 años;Hombres;Porcentaje;2010T3;2,3
De 45 a 49 años;Hombres;Porcentaje;2010T2;2,3
De 45 a 49 años;Hombres;Porcentaje;2010T1;2,3
De 45 a 49 años;Hombres;Porcentaje;2009T4;2,4
De 45 a 49 años;Hombres;Porcentaje;2009T3;2,3
De 45 a 49 años;Hombres;Porcentaje;2009T2;2,2
De 45 a 49 años;Hombres;Porcentaje;2009T1;2,2
De 45 a 49 años;Hombres;Porcentaje;2008T4;2,4
De 45 a 49 años;Hombres;Porcentaje;2008T3;2,3
De 45 a 49 años;Hombres;Porcentaje;2008T2;2,1
De 45 a 49 años;Hombres;Porcentaje;2008T1;2,4
